Objectifs,Contenu,Compétences,Métiers,Secteurs d’activité,Partenariats professionnels,Semestre 1,Semestre 2,Semestre 3,Semestre 4,Semestre 5
"L’objectif est de former des consultants dotés d’une assise théorique et technique solide leur permettant de concevoir, développer et exploiter des applications décisionnelles.Ce parcours est disponible en double diplôme en Systèmes d’Information et Aide à la Décision avec l’Université","INFORMATIQUE & BI :
Systèmes d’information, Développement informatique, Data Warehouse, Data Mining, Big Data, outils BI, Intelligence Artificielle
MANAGEMENT :
Entreprenariat, Leadership, Marketing Digital,Développement durable et e-Business
SOFT SKILLS :
Séminaires, Développement personnel, Langues, etc.
PROJET PROFESSIONNEL :
Stages, PFE, Projets intégrés, Visites d’entreprises, etc.","Concevoir et développer une solution décisionnelle et analytique
Maîtriser les systèmes et outils informatiques au sein des organisations.
Maîtriser les notions fondamentales des sciences de gestion : Marketing, Entreprenariat, Innovation, Développement durable, etc.","Consultant BI
Analyste / Consultant Décisionnel
Expert Logiciel (ETL, PowerBI, etc.)
Intégrateur d’Applications Décisionnelles
Analyste d’Affaires","Sociétés de services informatique
Éditeurs de logiciels
Banques & Assurances
Entreprises commerciales
Entreprises industrielles","
>Entreprises de services numériques
> Banques et Assurances
> Opérateurs de télécommunication","Algorithmique et Structures de Données 1
Systèmes d’Exploitation Systèmes Logiques et Architectures des Ordinateurs
Analyse
Statistiques et Probabilités
Principes de Gestion
Comptabilité générale
Compétences Numériques : Excel avancé
Business Communication 1
Principes de l’économie
Travail Collaboratif
Interface Homme Machine
Séminaire","Algorithmique et Structures de Données 2
Fondements des réseaux
Introduction aux Systèmes d’Information
Logique Mathématique
Algèbre
Systèmes d’Information Comptable
Gestion Financière
Business Communication 2
Développement durable
Projet Tuteuré
Introduction à l’informatique décisionnelle
Marketing Stratégique","Programmation OO
Programmation Web 1
Conception OO des Systèmes d’Information
Bases de Données
Statistiques Inférentielles
Fondements de l’IA
Marketing Digital
Economie Numérique
Ethique et Lois des IT
Projet Professionnel Personnel (PPP)
Social Media
Management des Projets
Séminaire","Gestion des Opérations et de la logistique
Business Process Management
Framework .Net
Programmation Web2
SGBD & Administration des BDs
Gouvernance des SI
Sécurité des SI
Problem Solving
Anglais
Projet Tuteuré métier
Entrepreneuriat & Innovation
Big Data","Intégration des SI
ERP
Génie Logiciel
Gestion des Projets SI
Développement Mobile
Développement JEE
Business Intelligence
Stratégies d’Affaires électroniques
Professional Network Service – gestion de carrière
Anglais d’Affaires
E-Business
E-CRM
Séminaire métier"
